county_name,state_name,age_pct_65_older,age_pct_under_18,age_pct_under_5,edu_bachelors_pct,edu_hs_or_higher_pct,employment_nonemployer_estab,ethnicity_native_pct,ethnicity_asian_pct,ethnicity_black_pct,ethnicity_hispanic_pct,ethnicity_pacific_islander_pct,ethnicity_two_or_more_pct,ethnicity_white_pct,Ethnicities.White Alone	  not Hispanic or Latino,housing_homeownership_pct,housing_households,housing_units,housing_median_value,housing_persons_per_hh,income_median_household,income_per_capita,misc_foreign_born_pct,misc_land_area_sqmi,misc_lang_noneng_pct,misc_same_house_1yr_pct,misc_manuf_shipments,misc_mean_travel_time_min,misc_pct_female,misc_veterans,population_2020,population_2010,population_density,sales_food_services,sales_retail,firms_total,firms_women_owned,firms_men_owned,firms_minority_owned,firms_nonminority_owned,firms_veteran_owned,firms_nonveteran_owned,county_clean
Pike County,MS,17.6,25.8,6.7,16.6,83.2,3307.0,0.4,0.7,54.1,1.6,0.0,0.9,43.8,42.8,69.0,14404,19008.0,95500.0,2.67,31784,17621,0.7,409.02,2.7,90.0,514900.0,24.4,52.7,1911.0,40324,40404,98.8,68507.0,603760.0,4040,1669,1908,1799,2107,465,3335,Pike
Pike County,OH,18.2,23.4,6.1,12.6,80.2,1480.0,0.6,0.3,1.2,1.1,0.1,2.0,95.8,95.0,64.8,10959,12988.0,117100.0,2.51,42832,24318,0.3,440.28,1.7,89.4,2276097.0,29.4,50.6,2003.0,27088,28709,65.2,28660.0,219132.0,1664,515,1017,30,1574,225,1336,Pike
Pike County,PA,23.5,17.4,4.0,26.8,93.0,4137.0,0.5,1.6,6.5,11.6,0.0,2.0,89.4,79.6,83.2,22119,39073.0,185700.0,2.49,65928,34589,8.2,544.96,11.6,90.1,27068.0,46.8,49.3,4379.0,58535,57369,105.3,127221.0,471375.0,5026,1669,2852,486,4418,447,4345,Pike
Pima County,AZ,20.3,20.6,5.4,32.4,88.4,69496.0,4.4,3.3,4.2,37.8,0.2,3.0,84.8,51.2,63.2,404739,466299.0,184100.0,2.46,53379,29707,13.0,9187.04,28.2,80.1,8686598.0,24.9,50.8,84865.0,1043433,980263,106.7,2154716.0,11377154.0,77869,29799,36649,24973,49129,7462,65741,Pima
Pinal County,AZ,20.9,22.1,5.5,19.5,85.8,20866.0,6.6,1.9,5.4,30.7,0.4,3.0,82.7,56.1,76.7,141300,181388.0,183100.0,2.87,58174,24959,9.0,5365.61,21.2,81.9,2244125.0,31.8,47.9,35116.0,425264,375770,70.0,350458.0,2375150.0,17202,6560,7737,4180,12168,1464,14682,Pinal
Pine County,MN,21.5,19.2,4.6,14.9,90.4,1721.0,3.4,0.8,2.3,3.0,0.0,2.1,91.4,89.0,80.9,10760,17745.0,164500.0,2.56,53422,26407,1.2,1411.29,4.5,90.4,44280.0,31.6,46.4,2130.0,28876,29750,21.1,232693.0,262928.0,2466,896,1162,98,2284,211,2123,Pine
Pinellas County,FL,25.4,15.9,4.2,31.7,91.3,91910.0,0.4,3.6,11.1,10.2,0.1,2.3,82.5,73.6,67.0,407546,511756.0,201200.0,2.32,54090,35196,12.1,273.8,14.4,84.4,8411626.0,24.5,52.0,83894.0,959107,916542,3347.5,2193073.0,14578176.0,89877,33968,45184,17894,68744,9026,76475,Pinellas
Pipestone County,MN,20.8,26.1,7.1,21.3,89.6,728.0,2.4,1.2,1.9,7.6,-1.0,2.4,92.2,86.7,74.9,3973,4521.0,97500.0,2.27,52917,30540,5.5,465.06,7.2,86.7,92091.0,20.9,51.0,490.0,9424,9596,20.6,10818.0,135494.0,949,141,639,0,886,108,769,Pipestone
Piscataquis County,ME,27.4,16.8,4.2,18.4,90.3,1186.0,0.7,1.1,0.6,1.5,0.0,1.7,95.9,94.7,75.9,7025,15529.0,109500.0,2.34,40890,24074,2.0,3960.86,3.4,87.8,177547.0,26.2,50.0,1748.0,16800,17535,4.4,14928.0,212225.0,1575,305,1081,30,1501,326,1140,Piscataquis
Pitkin County,CO,20.3,14.7,3.8,60.8,96.9,3783.0,0.5,2.0,1.1,10.5,0.1,1.7,94.6,84.9,65.0,7467,14232.0,615900.0,2.38,78935,54875,14.4,970.7,16.2,85.1,16650.0,19.4,48.2,731.0,17358,17148,17.7,305279.0,344394.0,4855,1546,2698,272,4309,419,4065,Pitkin
Pitt County,NC,13.9,21.2,5.7,32.7,89.3,10993.0,0.5,2.1,35.9,6.5,0.1,2.2,59.1,54.1,52.1,69799,81246.0,148600.0,2.46,47437,27155,4.8,651.98,6.8,77.4,2160814.0,20.7,53.1,11042.0,170243,168148,257.9,357637.0,2354799.0,13055,4782,6426,3786,8742,1245,11023,Pitt
Pittsburg County,OK,20.3,22.3,5.9,16.1,87.0,2640.0,15.5,0.5,3.2,5.3,0.1,8.0,72.7,69.2,72.5,17816,23129.0,106800.0,2.35,46784,25524,2.2,1305.46,4.4,82.6,332695.0,21.0,49.1,4013.0,43773,45837,35.1,74194.0,603781.0,3276,1106,1490,815,2061,404,2654,Pittsburg
Pittsylvania County,VA,23.3,18.4,4.3,14.5,82.7,3169.0,0.3,0.5,21.5,2.8,0.0,1.4,76.2,73.9,75.4,26267,31659.0,123900.0,2.29,47690,26032,1.8,968.94,3.4,90.4,615861.0,25.5,50.8,4149.0,60501,63506,65.5,15474.0,242838.0,3608,1202,2068,617,2878,397,3001,Pittsylvania
Piute County,UT,28.1,24.1,4.1,20.2,91.0,126.0,1.2,0.4,0.3,8.0,0.2,1.6,96.3,89.5,83.6,532,1023.0,179500.0,3.44,42813,19012,0.8,757.79,4.2,96.1,294994.0,22.1,48.5,98.0,1438,1556,2.1,760.0,267372.0,93,0,48,0,91,0,33,Piute
Placer County,CA,19.9,22.1,5.3,39.7,94.5,34802.0,1.1,8.2,1.9,14.4,0.3,4.6,83.9,71.5,71.9,142855,168919.0,471500.0,2.67,89691,43759,11.4,1407.01,15.5,86.4,932893.0,27.9,51.2,25888.0,404739,348432,247.6,1452014.0,6437879.0,31846,10464,16123,5173,24725,3095,26285,Placer
Plaquemines Parish,LA,14.0,25.8,6.6,19.1,83.7,2387.0,1.9,4.3,21.3,7.9,0.2,3.0,69.4,63.1,68.8,8919,10342.0,190600.0,2.57,57204,29258,5.1,779.91,10.4,88.9,1901186.0,27.3,49.5,1380.0,23515,23042,29.5,59751.0,134142.0,3099,776,1927,895,2111,260,2716,Plaquemines
Platte County,MO,15.0,23.4,6.1,43.1,95.8,8065.0,0.6,2.9,7.6,6.3,0.5,2.6,85.7,80.2,65.9,39305,42839.0,226500.0,2.54,80393,40567,5.5,420.19,7.9,82.1,1869988.0,23.8,50.6,6924.0,106718,89322,212.6,394339.0,1986746.0,8478,2857,4178,658,7383,852,7063,Platte
Platte County,NE,17.6,26.3,7.2,21.8,88.9,2381.0,1.4,1.1,1.3,20.4,0.2,1.2,94.9,76.7,72.5,12947,13905.0,149700.0,2.53,62305,30331,10.4,674.06,16.8,87.1,4438533.0,13.7,49.2,1903.0,34296,32237,47.8,40941.0,541183.0,2925,1142,1119,163,2606,212,2492,Platte
Platte County,WY,25.9,20.3,5.1,20.7,91.1,757.0,1.1,0.8,0.6,8.4,0.1,1.9,95.5,87.8,74.8,4030,4899.0,188500.0,2.1,50903,35312,3.0,2084.21,8.3,87.6,10765.0,19.4,49.7,707.0,8605,8667,4.2,21289.0,87453.0,944,289,512,34,871,118,767,Platte
Pleasants County,WV,19.6,18.5,5.0,11.6,89.1,269.0,0.3,0.2,1.7,0.9,-1.0,1.4,96.4,95.6,82.5,2835,3413.0,106600.0,2.45,56838,29974,0.1,130.1,2.1,86.2,305598.0,25.6,45.8,546.0,7653,7605,58.5,48291.0,45686.0,434,124,277,0,402,45,362,Pleasants
Plumas County,CA,28.9,17.4,4.8,23.7,95.1,1648.0,3.2,1.1,1.1,9.3,0.2,4.0,90.5,83.1,72.9,8450,15916.0,242300.0,2.16,55359,35198,4.2,2553.04,7.9,84.7,2696230.0,19.8,50.2,1876.0,19790,20007,7.8,378595.0,139325.0,2039,560,942,198,1742,218,1653,Plumas
Plymouth County,IA,18.5,25.1,6.4,23.2,93.1,1771.0,1.1,0.7,1.6,5.9,0.3,1.3,95.1,90.2,77.5,10250,10989.0,163500.0,2.41,67297,33982,3.1,862.89,5.4,89.3,1084347.0,18.2,50.2,1691.0,25698,24986,29.0,26910.0,270039.0,2114,464,1048,34,1974,239,1664,Plymouth
Plymouth County,MA,18.6,21.2,5.3,37.6,92.9,41058.0,0.3,1.6,11.7,4.2,0.1,2.0,84.2,81.1,76.5,187460,209542.0,370300.0,2.69,89489,43412,9.5,659.08,13.6,89.9,2493246.0,33.8,51.4,28494.0,530819,494919,750.9,909430.0,6889614.0,43928,14089,26404,3987,38762,4843,37423,Plymouth
Pocahontas County,IA,23.4,22.4,5.8,15.0,92.2,544.0,0.6,0.6,1.1,4.1,0.4,1.5,95.8,92.5,77.3,3215,3746.0,76000.0,2.07,52448,30013,4.2,577.24,5.5,90.0,75256.0,17.7,50.3,491.0,7078,7310,12.7,20428.0,50302.0,556,153,273,0,507,90,425,Pocahontas
Pocahontas County,WV,26.2,17.3,4.8,14.8,82.6,542.0,0.3,0.2,1.4,1.7,-1.0,1.5,96.6,95.1,81.6,3530,8936.0,121700.0,2.31,41882,25201,1.3,940.28,1.5,91.0,38091.0,24.9,48.8,690.0,7869,8719,9.3,51385.0,75687.0,785,213,513,29,729,92,662,Pocahontas
Poinsett County,AR,18.4,23.7,6.5,11.1,80.3,1449.0,0.4,0.3,8.3,3.3,0.0,1.8,89.1,86.2,62.9,9526,11031.0,78800.0,2.47,40921,20963,1.0,758.39,2.3,82.2,223965.0,24.0,51.6,1027.0,22965,24583,32.4,17679.0,177995.0,1441,424,866,217,1164,92,1281,Poinsett
Pointe Coupee Parish,LA,21.4,21.4,5.9,14.9,79.8,1541.0,0.3,0.3,35.5,2.8,0.0,1.2,62.6,60.4,76.3,8960,11730.0,142600.0,2.44,41480,28180,1.3,557.35,4.0,90.2,1901186.0,31.5,52.0,998.0,20758,22802,40.9,18497.0,201236.0,1853,703,995,477,1326,225,1565,Pointe Coupee
Polk County,AR,23.6,22.7,5.6,14.1,84.9,1524.0,2.1,1.0,0.6,6.6,0.1,2.5,93.8,87.8,76.7,8243,10150.0,99300.0,2.42,37974,23103,4.3,857.68,6.6,87.3,602802.0,23.4,51.2,1887.0,19221,20662,24.1,18107.0,193462.0,1766,489,945,159,1530,248,1358,Polk
Polk County,FL,20.4,22.0,5.7,20.2,85.0,49619.0,0.7,1.9,16.2,24.6,0.1,2.3,78.8,56.9,68.9,235283,304429.0,150800.0,2.86,50584,24864,10.0,1797.84,22.3,85.3,9822165.0,27.8,51.0,48684.0,725046,602095,334.9,797909.0,6495278.0,44644,16894,22629,15294,27856,4415,38188,Polk
Polk County,GA,15.7,25.4,6.7,13.7,78.8,2651.0,0.9,0.8,12.8,13.6,0.2,1.9,83.4,71.6,64.6,15038,17132.0,110700.0,2.77,44891,23857,6.8,310.33,12.0,89.1,554410.0,27.9,51.1,2470.0,42853,41475,133.6,40595.0,326505.0,2770,1120,1347,557,2131,378,2237,Polk
Polk County,IA,13.5,24.7,7.0,36.7,91.5,33975.0,0.4,5.0,7.2,8.7,0.1,2.5,84.9,77.0,67.1,187798,207878.0,179900.0,2.51,67637,35433,9.1,573.8,13.3,82.5,10472882.0,19.5,50.7,23447.0,492401,430640,750.5,1012583.0,7616344.0,39938,13246,21044,4482,33594,3648,33639,Polk
Polk County,MN,18.4,24.6,6.9,25.3,91.9,2259.0,1.9,1.0,3.1,6.6,0.0,2.3,91.7,86.1,72.9,12584,15115.0,165000.0,2.4,59343,30078,4.0,1971.13,7.0,88.1,1187802.0,18.5,49.7,1901.0,31192,31600,16.0,48703.0,331598.0,2968,781,1712,129,2688,410,2359,Polk
Polk County,MO,18.3,22.7,6.1,19.9,88.4,2440.0,0.8,0.9,1.0,2.5,0.0,1.8,95.5,93.4,69.0,11712,13625.0,132300.0,2.58,45660,22773,1.1,635.52,3.7,84.4,468824.0,24.6,50.8,2069.0,31519,31137,49.0,27006.0,299508.0,3369,780,1905,98,3210,428,2804,Polk
Polk County,NC,32.1,15.7,3.8,29.1,90.8,1994.0,0.6,0.8,4.2,5.9,0.0,1.5,92.8,87.7,74.0,9071,11846.0,225700.0,2.23,48787,30756,4.1,237.79,7.2,87.7,78166.0,27.1,52.1,1553.0,19328,20510,86.3,14416.0,100771.0,2163,701,1255,88,2021,411,1677,Polk
Polk County,NE,23.6,22.5,5.3,21.8,91.4,470.0,0.8,0.2,0.4,6.2,0.1,1.2,97.3,92.0,83.1,2052,2738.0,107300.0,2.51,67719,30234,3.0,438.35,6.0,91.9,231681.5,21.7,50.1,337.0,5214,5406,12.3,1407.0,50228.0,653,178,216,27,613,44,536,Polk
Polk County,OR,18.5,22.3,5.5,31.0,90.9,4582.0,2.5,2.1,1.1,14.5,0.5,4.0,89.9,77.3,66.3,30305,32957.0,265200.0,2.68,62691,29440,7.8,740.79,14.0,83.7,424650.0,25.8,51.1,5688.0,87433,75403,101.8,64413.0,360670.0,4917,2045,2120,454,4253,423,4229,Polk
Polk County,TN,21.7,19.1,5.0,11.9,82.4,1047.0,0.6,0.4,0.7,2.3,0.1,1.8,96.4,94.7,73.7,7383,9235.0,112700.0,2.24,43306,25405,1.2,434.68,2.3,87.4,674991.0,29.4,50.5,1134.0,17544,16825,38.7,9254.0,84341.0,1289,372,795,0,1239,167,1082,Polk
Polk County,TX,19.0,19.9,5.3,13.1,81.6,4316.0,2.3,0.8,10.1,15.5,0.1,1.7,85.0,70.9,76.0,18033,26511.0,110200.0,2.51,49279,25164,6.4,1057.09,14.2,83.1,362525.0,32.0,45.9,4239.0,50123,45413,43.0,44520.0,474637.0,4107,1259,2103,577,3374,634,3108,Polk
Polk County,WI,21.3,20.6,4.9,20.9,93.8,3306.0,1.1,0.6,0.5,1.9,0.0,1.4,96.4,94.9,78.9,18450,24967.0,169700.0,2.33,59994,30859,1.2,913.96,2.4,89.4,995321.0,29.5,49.6,3088.0,44977,44205,48.4,42249.0,452007.0,4721,1248,2642,60,4455,442,3980,Polk
Pondera County,MT,20.6,24.2,7.6,24.0,93.0,435.0,14.7,0.7,0.4,2.2,0.1,2.5,81.6,80.5,74.6,2103,2679.0,131900.0,2.75,51151,25633,1.3,1622.86,4.7,86.0,16801.0,14.0,50.7,537.0,5898,6153,3.8,4784.0,55941.0,680,167,398,79,572,97,556,Pondera
Pontotoc County,MS,15.2,26.3,7.1,18.1,76.5,2145.0,0.6,0.4,15.6,7.3,0.1,1.5,81.8,75.9,71.3,10783,13083.0,106500.0,2.91,44759,21191,3.4,497.69,6.8,87.6,1469859.0,25.2,51.1,1765.0,31184,29957,60.2,20270.0,259261.0,2060,614,1184,147,1853,160,1818,Pontotoc
Pontotoc County,OK,16.6,24.1,6.6,28.2,89.2,2843.0,19.6,1.0,2.4,5.5,0.0,8.4,68.6,64.9,65.9,14278,16928.0,129300.0,2.58,50392,26187,2.2,720.44,4.9,84.6,270347.0,17.8,51.3,2090.0,38065,37492,52.0,62060.0,437401.0,3256,817,1786,475,2614,331,2710,Pontotoc
Pope County,AR,16.2,22.6,6.3,22.8,84.5,3792.0,1.0,1.2,3.3,9.6,0.1,2.3,92.1,83.4,68.9,22579,26479.0,126400.0,2.67,43462,23391,5.4,812.55,7.9,83.4,1506729.0,19.5,50.4,4282.0,63381,61754,76.0,17679.0,869392.0,4601,1239,2564,281,4084,442,3867,Pope
Pope County,IL,28.3,12.0,2.7,13.1,86.0,265.0,0.7,0.4,5.4,1.7,0.1,1.3,92.1,90.5,82.5,1694,2502.0,93000.0,2.34,38056,22065,1.2,368.77,1.9,88.7,741144.5,36.5,48.6,476.0,3763,4470,12.1,639.0,11495.0,272,118,90,0,262,44,221,Pope
Pope County,MN,24.7,21.0,5.5,22.9,94.0,1029.0,0.5,0.6,0.5,2.0,0.0,1.3,97.0,95.5,77.5,4981,6723.0,174300.0,2.18,61275,34166,1.2,669.71,2.2,87.5,113365.0,19.5,49.0,856.0,11308,10995,16.4,11732.0,138501.0,844,210,454,0,814,95,703,Pope
Poquoson city,VA,19.6,22.1,4.6,42.2,94.9,1479.0,0.1,2.5,1.1,2.8,0.0,2.1,93.9,91.4,81.4,4593,11797.5,323100.0,2.62,97118,40258,4.3,15.32,4.7,87.5,1027.0,24.7,50.2,1428.0,12460,12150,793.3,9995.0,63753.0,703,189,439,0,664,141,493,Poquoson
Portage County,OH,17.0,18.5,4.5,29.0,92.4,10529.0,0.2,2.1,4.8,2.0,0.0,2.1,90.8,89.2,69.5,61817,69752.0,159200.0,2.51,57618,30054,3.9,487.38,5.1,84.7,3010755.0,25.7,51.0,9829.0,161791,161419,331.2,250505.0,1944338.0,12070,3970,6724,613,11039,1159,10004,Portage
Portage County,WI,17.3,19.0,4.9,32.9,93.9,4034.0,0.5,3.1,1.0,3.4,0.0,1.5,93.8,90.9,69.0,28675,31240.0,168100.0,2.35,58853,31453,3.9,800.68,6.1,81.9,1383021.0,19.2,49.5,3933.0,70377,70019,87.4,112379.0,933881.0,5074,1240,2713,133,4712,463,4240,Portage
Porter County,IN,16.9,21.8,5.3,28.4,93.6,10392.0,0.4,1.6,4.4,10.4,0.0,1.7,91.9,82.3,75.1,64517,69853.0,185400.0,2.55,71152,34595,3.6,418.15,5.9,87.5,9469895.0,27.8,50.5,9727.0,173215,164343,393.0,270608.0,2035375.0,10999,3866,5299,896,9601,886,9489,Porter
Portsmouth city,VA,14.5,23.4,7.5,21.9,88.3,1479.0,0.4,1.4,52.9,4.5,0.3,3.6,39.8,37.7,55.0,36370,11797.5,170900.0,2.51,52175,26312,2.9,33.65,4.6,83.4,447142.0,23.1,51.9,10238.0,97915,95535,2838.9,107057.0,699478.0,6112,2662,2879,3053,2825,744,5043,Portsmouth
Posey County,IN,19.7,21.7,5.3,21.9,93.4,1439.0,0.3,0.7,1.1,1.2,0.0,1.2,96.8,95.7,81.7,10155,11580.0,144200.0,2.49,64196,32091,0.7,409.57,0.9,91.0,6454293.0,22.8,50.0,1869.0,25222,25910,63.3,18786.0,307631.0,1753,499,915,57,1580,250,1353,Posey
Pottawatomie County,KS,14.6,29.0,7.6,33.8,94.2,1854.0,0.9,1.0,1.2,5.1,0.1,2.5,94.3,90.0,78.7,8698,9973.0,183100.0,2.7,66835,29345,2.3,841.02,4.6,85.9,377468.0,24.5,50.3,1531.0,25348,21604,25.7,17691.0,338854.0,2250,548,1329,113,1998,162,1871,Pottawatomie
Pottawatomie County,OK,16.6,23.4,6.0,18.3,88.0,4421.0,13.8,0.7,3.1,5.4,0.1,6.9,75.4,71.9,69.5,25917,29945.0,120500.0,2.67,49250,24178,1.7,787.67,4.5,84.7,1112531.0,24.3,51.9,5506.0,72454,69442,88.2,107939.0,754994.0,5193,1561,2758,657,4184,717,3918,Pottawatomie
Pottawattamie County,IA,18.0,23.4,6.2,21.5,89.5,5123.0,0.8,0.9,1.8,7.9,0.1,2.0,94.5,87.3,68.4,36799,40101.0,139800.0,2.48,60065,30318,4.2,950.28,6.8,87.2,3929165.0,20.8,50.7,6719.0,93667,93158,98.0,412811.0,1757552.0,6958,2174,3789,344,6298,713,5730,Pottawattamie
Potter County,PA,24.5,20.2,5.0,15.4,88.0,1201.0,0.4,0.4,0.7,1.5,0.0,1.0,97.4,96.3,76.2,6480,12987.0,109600.0,2.55,45419,24797,0.8,1081.32,2.5,89.9,69507.0,25.5,50.1,1450.0,16396,17457,16.1,12293.0,152717.0,1443,336,894,0,1388,93,1183,Potter
Potter County,SD,29.2,21.1,4.9,22.3,92.8,243.0,2.6,0.8,0.6,2.4,0.0,1.9,94.0,92.3,78.8,982,1531.0,102300.0,2.27,54583,32379,2.7,861.14,2.3,96.9,109693.0,12.6,50.8,183.0,2472,2329,2.7,4783.0,21810.0,428,112,250,0,398,53,338,Potter
Potter County,TX,12.9,27.3,7.4,14.9,77.0,8507.0,1.4,5.8,11.1,39.1,0.1,2.1,79.4,43.2,55.2,44380,50436.0,92500.0,2.54,42528,22568,15.7,908.37,32.7,81.9,575658.0,18.5,48.6,6012.0,118525,121073,133.3,33330.5,209517.0,11213,3440,5987,3708,6643,889,9433,Potter
Powder River County,MT,27.7,16.8,5.4,24.4,94.1,185.0,1.9,0.1,0.1,2.3,-1.0,3.0,94.8,92.7,74.6,737,1034.0,142600.0,2.12,54427,32094,1.2,3297.3,1.5,89.7,16801.0,16.3,50.1,119.0,1694,1743,0.5,2873.0,24577.0,245,41,157,0,242,0,226,Powder River
Powell County,KY,16.3,23.9,6.5,15.9,80.3,798.0,0.4,0.4,1.1,1.8,0.0,1.2,96.8,95.3,69.0,4770,5711.0,89800.0,2.52,37469,20841,1.5,178.98,1.5,84.0,559741.0,31.1,50.4,693.0,13129,12613,70.5,35974.5,100380.0,1215,380,656,33,1157,229,892,Powell
Powell County,MT,21.2,14.5,4.1,20.4,89.4,503.0,5.4,0.4,1.2,2.9,0.1,1.9,91.0,88.6,67.1,2426,3287.0,143100.0,2.16,54667,26456,0.6,2326.39,3.3,82.3,16801.0,18.2,37.1,792.0,6946,7027,3.0,11457.0,46027.0,667,118,346,0,590,65,513,Powell
Power County,ID,15.7,30.6,8.0,15.1,79.2,375.0,3.8,0.5,1.1,34.6,0.2,2.2,92.2,60.7,74.4,2633,3043.0,151300.0,2.89,48823,23343,15.2,1404.24,28.0,79.9,172944.0,18.8,49.7,478.0,7878,7817,5.6,2199.0,29628.0,357,104,131,30,292,0,303,Power
Poweshiek County,IA,21.4,19.6,4.8,26.1,93.9,1281.0,0.5,1.9,1.7,3.2,0.1,1.6,94.3,91.7,68.6,7767,9164.0,141100.0,2.15,53852,31827,2.7,584.93,4.9,80.0,453686.0,19.2,51.4,1230.0,18662,18914,32.3,20876.0,432879.0,2111,492,1187,27,2012,125,1854,Poweshiek
Powhatan County,VA,19.0,18.1,4.5,29.2,89.9,2222.0,0.4,0.6,9.2,2.3,0.1,1.6,88.0,86.1,90.1,10265,11274.0,279200.0,2.55,89090,37424,2.2,260.22,2.4,90.5,476138.5,33.1,48.3,2185.0,30333,28046,107.8,17099.0,264151.0,2333,703,1372,228,2055,115,2062,Powhatan
Prairie County,AR,23.9,20.5,5.3,15.4,83.2,537.0,0.4,0.1,11.4,2.0,0.1,1.4,86.5,84.9,73.9,3776,4567.0,67400.0,2.13,42660,25789,0.2,647.96,1.2,89.3,602802.0,27.1,49.8,549.0,8282,8715,13.4,3994.0,54327.0,640,214,307,43,579,54,565,Prairie
Prairie County,MT,33.5,18.6,5.9,22.2,88.0,88.0,1.6,0.8,0.4,4.7,-1.0,3.5,93.7,89.0,84.0,518,680.0,112900.0,2.37,43625,27377,4.3,1736.74,4.3,93.7,16801.0,13.5,49.5,167.0,1088,1179,0.7,593.0,6484.0,104,0,73,0,95,0,85,Prairie
Pratt County,KS,21.2,23.9,6.1,30.3,92.1,817.0,1.0,1.0,1.7,7.3,0.0,2.4,93.8,87.8,67.7,3652,4468.0,91900.0,2.47,52327,27442,2.2,735.05,7.4,86.5,42621.0,12.7,50.3,513.0,9157,9656,13.1,24993.0,173336.0,873,146,538,37,767,102,706,Pratt
Preble County,OH,19.8,22.2,5.4,16.3,90.4,2481.0,0.4,0.6,0.8,1.0,0.0,1.4,96.9,96.1,78.4,16251,17940.0,125100.0,2.5,58957,28890,1.0,424.12,2.2,89.9,1141700.0,26.5,50.4,3092.0,40999,42270,99.7,37425.0,415530.0,2739,755,1680,119,2531,376,2182,Preble
Prentiss County,MS,18.4,22.4,6.0,12.4,80.1,1539.0,0.3,0.3,14.3,1.6,0.0,1.4,83.7,82.5,72.7,9145,11254.0,92700.0,2.64,39256,19693,2.0,414.98,3.0,89.0,814180.0,26.6,50.9,1071.0,25008,25276,60.9,21822.0,189061.0,2080,681,1220,168,1847,251,1727,Prentiss
Presidio County,TX,23.9,26.8,7.6,21.2,53.4,833.0,1.7,3.1,1.4,82.0,0.0,1.4,92.2,12.9,57.8,2543,3969.0,75100.0,2.74,25098,15337,39.9,3855.24,80.3,83.0,575658.0,17.6,48.7,71.0,6131,7818,2.0,9473.0,51291.0,1016,254,655,753,216,86,909,Presidio
Presque Isle County,MI,32.5,15.5,4.0,17.9,89.6,893.0,1.0,0.6,0.6,1.5,0.0,1.2,96.5,95.4,88.8,5797,10496.0,105400.0,2.16,47948,28103,1.4,658.72,4.1,92.0,729708.0,25.1,50.2,1342.0,12982,13376,20.3,10605.0,110919.0,1326,416,625,0,1291,182,1066,Presque Isle
Preston County,WV,20.9,19.1,5.0,16.9,86.8,1669.0,0.2,0.2,1.1,1.6,0.0,1.0,97.4,95.9,82.9,12429,15164.0,115300.0,2.48,51888,24890,1.4,648.81,3.4,89.5,147079.0,30.7,48.8,2249.0,34216,33520,51.7,13604.0,234527.0,1876,629,981,40,1750,153,1531,Preston
Price County,WI,26.5,17.9,4.4,16.5,91.8,1104.0,0.8,0.7,0.7,1.9,0.9,1.6,95.2,93.7,77.8,6688,11454.0,122500.0,1.98,47956,28882,1.8,1254.38,3.5,87.2,502046.0,20.3,48.9,1179.0,14054,14159,11.3,11840.0,126444.0,1406,358,883,35,1339,118,1190,Price
Prince Edward County,VA,17.0,16.0,4.8,26.8,86.0,1014.0,0.3,1.4,32.8,3.0,0.1,2.0,63.4,61.2,64.4,7185,9501.0,159700.0,2.45,47202,21017,5.1,349.96,6.7,87.0,476138.5,23.0,50.0,1265.0,21849,23368,66.8,49916.0,390494.0,1170,373,588,280,796,188,850,Prince Edward
Prince George County,VA,14.4,22.0,5.8,23.6,90.6,1558.0,0.7,2.2,32.6,8.6,0.4,3.7,60.3,54.2,67.6,11507,12605.0,213300.0,2.96,71912,29420,3.2,265.16,7.8,83.4,602915.0,25.2,46.3,4654.0,43010,35725,134.7,39319.0,260725.0,1754,608,902,526,1121,356,1235,Prince George
Prince George's County,MD,13.9,22.1,6.5,33.1,86.7,82444.0,1.2,4.4,64.4,19.5,0.2,2.7,27.1,12.3,62.1,311343,335752.0,302800.0,2.86,84920,37191,22.7,482.69,27.3,85.7,2216764.0,37.3,51.9,54745.0,967201,863420,1788.8,1685461.0,9358060.0,77204,34395,37899,59172,16219,7644,67290,Prince George's
Prince William County,VA,10.3,26.9,7.2,41.1,88.5,41049.0,1.1,9.4,22.2,24.5,0.2,4.7,62.4,41.5,73.3,142000,151729.0,382400.0,3.22,107132,40932,24.5,336.4,33.7,86.7,353067.0,40.0,50.0,42139.0,482204,402002,1195.0,673700.0,5638210.0,34235,12615,18497,16778,16121,4033,28527,Prince William
Prince of Wales-Hyder Census Area,AK,18.1,22.3,5.3,18.3,90.8,579.0,42.6,1.2,0.6,3.9,0.4,8.6,46.5,44.9,72.8,2371,3446.0,174900.0,2.66,52379,27080,3.1,3922.87,5.7,86.0,104944.0,15.6,45.1,445.0,5753,5559,1.4,10620.0,48167.0,727,167,399,174,507,41,617,Prince of Wales-Hyder
Providence County,RI,15.6,20.5,5.7,29.0,85.8,45883.0,1.4,4.6,12.5,23.9,0.3,3.3,77.9,60.1,54.2,237971,266804.0,233500.0,2.56,58974,31522,18.4,409.5,31.7,86.6,6126382.0,25.0,51.3,26209.0,660741,626667,1530.3,1242902.0,5999413.0,51999,17634,29509,12443,37812,5244,43607,Providence
Prowers County,CO,18.1,25.7,7.2,18.3,80.5,881.0,2.1,0.6,1.0,39.0,0.0,2.2,94.1,57.5,65.4,4888,5992.0,106100.0,2.38,41929,23698,10.3,1638.4,22.9,85.1,31473.0,14.4,49.5,667.0,11999,12551,7.7,17633.0,162251.0,829,284,408,107,670,80,695,Prowers
